Date,Open,High,Low,Close,Adj Close,Volume
2019-01-14,77.059998,77.550003,77.000000,77.099998,72.607971,94300
2019-01-15,77.300003,77.500000,77.000000,77.360001,72.852821,101100
2019-01-16,76.970001,77.550003,76.760002,77.300003,72.796318,153500
2019-01-17,77.180000,78.279999,77.180000,77.750000,73.220093,34700
2019-01-18,77.660004,78.760002,77.660004,78.300003,73.738052,106200
2019-01-22,77.860001,78.080002,77.269997,77.400002,72.890488,36900
2019-01-23,78.440002,78.550003,77.879997,78.089996,73.540283,49900
2019-01-24,78.300003,79.000000,78.300003,78.699997,74.114746,70800
2019-01-25,78.459999,79.120003,78.459999,78.900002,74.303093,30200
2019-01-28,77.720001,78.019997,77.589996,77.959999,73.417862,64000
2019-01-29,78.709999,78.760002,78.320000,78.519997,73.945229,41700
2019-01-30,78.720001,79.750000,78.660004,79.360001,74.736298,148100
2019-01-31,80.360001,80.889999,79.970001,80.199997,75.527344,40400
2019-02-01,80.919998,81.040001,80.800003,80.800003,76.092392,52100
2019-02-04,81.830002,81.919998,81.269997,81.269997,76.535004,95400
2019-02-05,82.580002,83.000000,82.550003,83.000000,78.164223,55200
2019-02-06,83.099998,83.239998,82.250000,82.309998,77.514420,49100
2019-02-07,81.930000,81.949997,80.889999,81.099998,76.374916,44600
2019-02-08,81.699997,81.849998,81.410004,81.500000,76.751610,100800
2019-02-11,82.080002,82.349998,81.739998,81.900002,77.128311,137800
2019-02-12,83.080002,83.110001,81.540001,81.599998,76.845787,42300
2019-02-13,81.339996,81.699997,79.559998,79.559998,74.924637,47900
2019-02-14,79.519997,80.760002,79.519997,80.430000,75.743958,65200
2019-02-15,81.639999,81.959999,81.360001,81.669998,76.911705,47300
2019-02-19,82.220001,82.820000,82.139999,82.510002,77.702766,57800
2019-02-20,82.870003,83.059998,82.339996,82.599998,77.787521,56000
2019-02-21,82.970001,83.430000,82.720001,83.430000,78.569160,56200
2019-02-22,83.980003,84.839996,83.980003,84.290001,79.379059,33400
2019-02-25,84.339996,84.620003,83.660004,83.849998,78.964699,36700
2019-02-26,84.019997,84.669998,83.830002,84.540001,79.614494,80300
2019-02-27,84.599998,85.040001,84.050003,84.620003,79.689835,34300
2019-02-28,83.980003,84.040001,83.120003,83.550003,78.682175,92300
2019-03-01,83.559998,83.940002,82.800003,83.019997,78.183044,36100
2019-03-04,84.230003,84.410004,83.900002,84.349998,79.435562,20000
2019-03-05,85.750000,86.000000,85.099998,85.110001,80.151283,59100
2019-03-06,86.559998,86.629997,85.010002,85.239998,80.273705,225900
2019-03-07,86.489998,86.510002,85.029999,85.029999,80.075943,69800
2019-03-08,84.160004,84.379997,84.000000,84.360001,79.444984,26500
2019-03-11,84.459999,84.589996,84.199997,84.449997,79.529732,204500
2019-03-12,84.930000,85.099998,84.750000,84.750000,79.812256,334700
2019-03-13,85.010002,86.169998,84.919998,85.760002,80.763420,79000
2019-03-14,85.800003,85.800003,85.339996,85.510002,80.527985,74300
2019-03-15,85.389999,86.400002,85.389999,85.900002,80.895256,86200
2019-03-18,86.919998,87.500000,86.849998,87.199997,82.119514,295000
2019-03-19,87.660004,88.660004,87.629997,87.949997,82.825813,289300
2019-03-20,88.910004,90.500000,88.830002,90.160004,84.907066,289600
2019-03-21,90.199997,90.320000,89.650002,89.889999,84.652786,236500
2019-03-22,89.830002,89.860001,88.699997,89.139999,83.946480,227000
2019-03-25,89.300003,89.860001,89.160004,89.449997,84.238419,23400
2019-03-26,89.930000,90.139999,89.379997,89.500000,84.285515,78800
2019-03-27,90.139999,90.400002,89.610001,90.010002,84.765800,260100
2019-03-28,89.940002,90.500000,89.940002,90.199997,84.944725,141500
2019-03-29,90.470001,90.519997,89.300003,89.410004,84.200760,180800
2019-04-01,90.279999,90.550003,90.209999,90.500000,85.227249,83500
2019-04-02,90.480003,91.050003,90.440002,91.050003,85.745209,21300
2019-04-03,91.260002,91.260002,90.349998,90.699997,85.415596,50100
2019-04-04,89.730003,89.870003,89.400002,89.750000,84.520950,74800
2019-04-05,89.750000,89.930000,89.209999,89.500000,84.285515,38500
2019-04-08,89.360001,89.589996,89.220001,89.480003,84.266678,43400
2019-04-09,88.160004,88.199997,87.860001,87.860001,82.741066,19300
2019-04-10,88.440002,88.660004,88.150002,88.199997,83.061249,46800
2019-04-11,87.320000,87.580002,86.790001,86.809998,81.752235,103700
2019-04-12,86.779999,87.190002,86.379997,86.529999,81.488548,176200
